attack,snr_db,ber,nc
LPF_4000Hz,4.936439509349625,0.0854198976426799,0.8291602047146402
HPF_300Hz,0.3044895993493094,0.3640877016129032,0.27182459677419357
CROP_20pct,3.5579364462349448,0.02182847394540943,0.9563430521091811
GAUSS_noise_20dB,5.113509078083702,0.006186026674937966,0.9876279466501241
